taxon,mean.difference (grp1 - grp2),se,effect.size (grp1 - grp2),p.val,q.val,diff.abn
taxon176,-0.08469332503462468,0.13549814826535814,-0.6250515311010906,0.5319372376499567,1,FALSE
taxon177,-0.38727060517007805,0.138549062849668,-2.7951874751421752,0.005186962602178627,1,FALSE
taxon178,-0.3728273041982314,0.12498796133314341,-2.9829057152512153,0.002855259378205371,1,FALSE
taxon179,-0.38936535243360415,0.11837046416948942,-3.289379281947304,0.0010040861808822096,0.4197080236087636,FALSE
taxon180,-0.4117690859556249,0.16150676824947205,-2.549546934897392,0.010786299117562305,1,FALSE
taxon181,-0.8255818952595105,0,Inf,0,0,TRUE
taxon182,-8.9365407485964e-4,0.1297254698096236,-0.006888809700755809,0.994503568570325,1,FALSE
taxon183,-0.07625518990331726,0.12783947939287443,-0.5964917118363015,0.5508467890984551,1,FALSE
taxon184,-0.04530851315007434,0.0731900449044045,-0.6190529491989383,0.5358814778010667,1,FALSE
taxon185,-0.8914628167012606,0.11623086289601244,-7.669759945762601,1.7231854272376742e-14,7.202915085853478e-12,TRUE
taxon186,-0.21548469881232668,0.11750438131414147,-1.8338439503480322,0.06667716159392954,1,FALSE
taxon187,-0.9271322052633424,0.11921035118283782,-7.777279372672609,7.410084505607547e-15,3.097415323343955e-12,TRUE
taxon188,-1.702924378489778,0,Inf,0,0,TRUE
taxon189,-5.312154338541956,0,Inf,0,0,TRUE
taxon190,0.05294250978325632,0.11038962926982775,0.4795967713040127,0.6315141426096389,1,FALSE
taxon191,-1.7356263068420024,0,Inf,0,0,TRUE
taxon192,0.09586996514754775,0.1076060554959777,0.8909346663221138,0.3729642212606117,1,FALSE
taxon193,0.057208455799264646,0.12026735678486254,0.47567733530221884,0.6343042702452371,1,FALSE
taxon194,-0.41195245582422446,0.17979887062984665,-2.2911848911015364,0.02195272243586964,1,FALSE
taxon195,0.1163987501710047,0.12284819512074975,0.9475006943048225,0.3433837026177902,1,FALSE
taxon196,0.22112816339375335,0.13594820851068615,1.6265618047947406,0.10383019694412648,1,FALSE
taxon197,-0.22379836020653743,0.11214557410600288,-1.9956058185140455,0.04597684569646141,1,FALSE
taxon198,0.0011778802378110687,0.11439732078016467,0.01029639706400625,0.9917848089076556,1,FALSE
taxon199,-0.022294529980585287,0.12220174791103613,-0.18244035262749175,0.8552371603422919,1,FALSE
taxon200,-0.2128277781096919,0.13430650445340656,-1.584642374364868,0.11304761152945214,1,FALSE
taxon201,-0.01880808466252032,0.13054831372507933,-0.1440699165377817,0.8854452599826517,1,FALSE
taxon202,-0.9129272089512732,0,Inf,0,0,TRUE
taxon203,0.1789415155822066,0.15649059706202112,1.1434649681302427,0.25284559162412584,1,FALSE
taxon204,-0.8776034868683328,0,Inf,0,0,TRUE
taxon205,0.18896614583829469,0.09212948894963716,2.051092956149942,0.040257895153423734,1,FALSE
taxon206,0.005675864283297083,0.1489622324306045,0.038102706912245286,0.9696057930751858,1,FALSE
taxon207,0.24118214926240034,0.13301370089592748,1.8132128317450993,0.06979900148267111,1,FALSE
taxon208,0.24525749342237535,0.10631036545789446,2.3069951115868625,0.02105509262806939,1,FALSE
taxon209,-1.0444761849932287,0,Inf,0,0,TRUE
taxon210,-0.09831345604435238,0.16475186484222626,-0.5967365294377804,0.5506832997418838,1,FALSE
taxon211,-5.343010551077207,0,Inf,0,0,TRUE
taxon212,0.05079122574533729,0.09320354770894287,0.5449494895188831,0.5857882575772827,1,FALSE
taxon213,-0.13378883437322098,0.13809463755339138,-0.9688199103422416,0.33263505073415567,1,FALSE
taxon214,-0.32613792417683074,0.16551257069513195,-1.9704722294330428,0.04878427465734506,1,FALSE
taxon215,-0.338740377919712,0.12801189596637774,-2.646163275393421,0.00814105112194636,1,FALSE
taxon216,0.8696838431276709,0.14468267157929277,6.010974456267515,1.844114641399662e-9,7.708399201050587e-7,TRUE
taxon217,-0.5749073342813713,0.12269903617225504,-4.68550815243788,2.7926618168422717e-6,0.0011673326394400696,TRUE
taxon218,-0.31105928726533216,0.15834308901594046,-1.9644639320761117,0.04947631505150639,1,FALSE
taxon219,-0.3336927004624868,0.15920698219529122,-2.0959677512959995,0.03608505177618979,1,FALSE
taxon220,-0.12256204398694226,0.11479850323442803,-1.0676275433370455,0.2856885541764438,1,FALSE
taxon221,-1.2028469882802677,0,Inf,0,0,TRUE
taxon222,0.05712648567495715,0.13165869633503857,0.4338983087724375,0.6643622879321747,1,FALSE
taxon223,0.09640032647499519,0.12196894942121733,0.7903677692760851,0.42931301949272227,1,FALSE
taxon224,0.057205322760427724,0.13853454962739992,0.4129318131418202,0.6796565721085855,1,FALSE
taxon225,-0.33512018739017835,0.15606404773377555,-2.1473247186427504,0.03176743926439343,1,FALSE
taxon226,-0.9128631633399279,0,Inf,0,0,TRUE
taxon227,0.18145523463455188,0.12223120991789249,1.4845245723775662,0.1376698092251457,1,FALSE
taxon228,-0.23194271426150803,0.1170950230486072,-1.9808076229271208,0.0476128516257042,1,FALSE
taxon229,0.1404838735873402,0.11327681287157049,1.240182081628799,0.21490805438917168,1,FALSE
taxon230,-0.07869338993357722,0.1296967991864469,-0.6067488976381813,0.5440175663425146,1,FALSE
taxon231,0.06460799576691839,0.11666712297505785,0.5537806549042172,0.5797289691414191,1,FALSE
taxon232,0.012810082972391779,0.13031640462751115,0.09829984957770571,0.92169419762415,1,FALSE
taxon233,-0.08291383937047275,0.11455018659756028,-0.7238210764489377,0.46917558817461835,1,FALSE
taxon234,-0.646709769958121,0.14358775019567907,-4.503934138370407,6.670688774322153e-6,0.00278834790766666,TRUE
taxon235,1.2837560280249916,0.16023589803614738,8.011663077741737,1.1316754430910674e-15,4.730403352120662e-13,TRUE
taxon236,0.11335924535652286,0.12908462496733497,0.8781777487846331,0.3798472653323771,1,FALSE
taxon237,-0.09646584843226591,0.15301909160019014,-0.6304170768724263,0.5284217408889367,1,FALSE
taxon238,0.03496901676074643,0.11764416682280399,0.29724394931893966,0.7662802705811629,1,FALSE
taxon239,0.30996574371448615,0.1254111690206274,2.471596000062032,0.013451143051616208,1,FALSE
taxon240,0.15053565073258357,0.12418688598307054,1.212170266940303,0.22544721052583389,1,FALSE
taxon241,0.13030586706859648,0.12312089702794377,1.0583570312927626,0.2898927012054948,1,FALSE
taxon242,0.4046121464934895,0.10957366312688761,3.69260399759515,2.2196952251902005e-4,0.09278326041295037,FALSE
taxon243,-0.7142770374521263,0.16920048106903038,-4.221483490704236,2.4269973340118825e-5,0.01014484885616967,TRUE
taxon244,-0.9469944457893055,0,Inf,0,0,TRUE
taxon245,0.10244335366806995,0.11909707219530218,0.8601668519615452,0.3896970742122395,1,FALSE
taxon246,-0.7209736322691671,0,Inf,0,0,TRUE
taxon247,0.1116614742475101,0.13248157221126075,0.8428453284767029,0.39931495318758575,1,FALSE
taxon248,-0.005637928109595514,0.10032400802560695,-0.05619719766535319,0.9551847135759324,1,FALSE
taxon249,0.22765303476903587,0.10624540793667998,2.1427094044828014,0.03213643975167167,1,FALSE
taxon250,-5.2714852130891225,0,Inf,0,0,TRUE
taxon251,-0.1444723302875789,0.14436775001457242,-1.0007244019041366,0.31696006673183125,1,FALSE
taxon252,-1.817187215469469,0.16552675944938716,-10.97820812486278,4.86477447482464e-28,2.0334757304766995e-25,TRUE
taxon253,1.0440727404413412,0.14005756495507443,7.454597263462658,9.01427563530065e-14,3.7679672155556714e-11,TRUE
taxon254,-0.2850366425072296,0.13955636587520426,-2.042448158632322,0.04110709682382104,1,FALSE
taxon255,0.10759624167191512,0.09607321726622595,1.1199400283822911,0.26273931914657955,1,FALSE
taxon256,0.05736763623528318,0.14490892745701398,0.3958875221976977,0.6921880064955955,1,FALSE
taxon257,0.16331890240755437,0.10778439344734958,1.5152370133003739,0.12971239281711824,1,FALSE
taxon258,-0.9952041157311241,0,Inf,0,0,TRUE
taxon259,0.1683380470083442,0.12176613750975124,1.382470122244482,0.1668273982107524,1,FALSE
taxon260,-0.42466971210401505,0.16007876205971147,-2.6528797864241835,0.007980828874462807,1,FALSE
taxon261,0.14222938724707063,0.11561367398863902,1.2302125029003668,0.21861753911199994,1,FALSE
taxon262,0.04727920855674306,0.16285796475723405,0.2903094646136608,0.7715794987815551,1,FALSE
taxon263,-0.9604337085279329,0,Inf,0,0,TRUE
taxon264,-0.08128307974649918,0.13723201728608161,-0.5923040508619201,0.5536470037967542,1,FALSE
taxon265,-0.04918598296165555,0.14713217038909357,-0.3342979501463369,0.7381547371009933,1,FALSE
taxon266,0.007448030837190367,0.11953207226417704,0.06230989470950962,0.9503160489512269,1,FALSE
taxon267,0.1331481228295756,0.14268569662833508,0.9331567632626643,0.3507390348539974,1,FALSE
taxon268,-1.5391056659289792,0,Inf,0,0,TRUE
taxon269,-0.32778675507260124,0.13721158543511308,-2.3889145660197224,0.01689823139837361,1,FALSE
taxon270,-0.04831572091788511,0.12098038649774923,-0.39936821427483205,0.6896219111871233,1,FALSE
taxon271,0.2585119391344006,0.14951184892752392,1.7290398118192938,0.08380197002309289,1,FALSE
taxon272,0.29292524445769885,0.13296908346585565,2.202957535861465,0.02759774174542549,1,FALSE
taxon273,-1.061556399233376,0,Inf,0,0,TRUE
taxon274,1.2730203422243394,0.15687970122278808,8.11462752862142,4.872770711357414e-16,2.0368181573473993e-13,TRUE
taxon275,1.1869970132380743,0.13184440077768397,9.00301420641737,2.196039201692581e-19,9.179443863074989e-17,TRUE
taxon276,0.09382573238269803,0.11253955064786939,0.8337134086866408,0.40444250035441626,1,FALSE
taxon277,0.19275257306530807,0.1452625771869153,1.326925191594842,0.18453343015438417,1,FALSE
taxon278,-0.9590729753772577,0,Inf,0,0,TRUE
taxon279,-0.8439990925116846,0,Inf,0,0,TRUE
taxon280,-0.33008552134009084,0.1236756478493509,-2.6689613281198854,0.00760862100924719,1,FALSE
taxon281,-0.024622954544683218,0.09095398842528059,-0.27071879937306065,0.7866073167495503,1,FALSE
taxon282,0.21649658510239372,0.11087848711659448,1.9525571707587994,0.050872090342503756,1,FALSE
taxon283,-0.33821002849488646,0.13449503203955118,-2.514665585532025,0.011914533804653859,1,FALSE
taxon284,0.18949937609917844,0.12042587688111624,1.5735768840300925,0.11558530083161667,1,FALSE
taxon285,-0.863563038032456,0,Inf,0,0,TRUE
taxon286,0.013222614535262522,0.13652530945241723,0.09685101310736059,0.9228447117154398,1,FALSE
taxon287,-1.0201590241688678,0,Inf,0,0,TRUE
taxon288,0.03158373062587133,0.10472471950271935,0.3015881138268526,0.7629660701291355,1,FALSE
taxon289,-0.30962472716876477,0.13020513796374036,-2.377976261236245,0.01740794656378199,1,FALSE
taxon290,1.211755009112307,0.1346496994614108,8.999314621267189,2.2713114364230843e-19,9.494081804248492e-17,TRUE
taxon291,0.27123636849657573,0.15580725588111993,1.7408455528125568,0.08171065471378317,1,FALSE
taxon292,0.23753932003411887,0.10432434859244862,2.2769307763625264,0.022790359701990316,1,FALSE
taxon293,-0.27441634869299447,0.16931067729964366,-1.620785842155343,0.10506357588915112,1,FALSE
taxon294,0.4142887888872799,0.1320098138540724,3.1383181052375932,0.0016992036026325342,0.7102671059003993,FALSE
taxon295,0.15133712482377504,0.09110734176787244,1.6610859441971084,0.09669618699934392,1,FALSE
taxon296,-1.6688470413331264,0,Inf,0,0,TRUE
taxon297,0.1405288831993063,0.08520506493227521,1.6493019905683415,0.09908578206263513,1,FALSE
