"ACTUAL","ANCOM.BC","UQ1","UQ2","TMM1","TMM2","CSS","MED","TSS","group","D.ANCOM.BC","D.UQ1","D.UQ2","D.TMM1","D.TMM2","D.CSS","D.MED","D.TSS","CD.ANCOM.BC","CD.UQ1","CD.UQ2","CD.TMM1","CD.TMM2","CD.CSS","CD.MED","CD.TSS"
-5.99778936925601,-0.745781554504309,8.51932167062031,0.584808206738045,8.70423297703959,0.769719513157326,5.83773044716594,-0.373854865548266,7.73718007783463,"Group1",-5.2520078147517,-14.5171110398763,-6.58259757599405,-14.7020223462956,-6.76750888241333,-11.8355198164219,-5.62393450370774,-13.7349694470906,-0.812237206137243,-0.996750312875422,-2.17085046991003,-1.1816616192947,-2.35576177632931,-1.33036975432839,-1.19699210802957,-0.304009594858726
-3.78161540881636,0.2874256982855,9.36661953100751,-0.399041704621213,9.29188105761214,-0.473780178016581,6.19440539110467,0.119556384449854,9.73654709778048,"Group1",-4.06904110710186,-13.1482349398239,-3.38257370419515,-13.0734964664285,-3.30783523079978,-9.97602079992103,-3.90117179326622,-13.5181625065968,0.370729501512595,0.372125787177021,1.02917340188888,0.44686426057239,1.10391187528425,0.529129262172521,0.525770602411957,-0.0872026543649245
-4.75173920659174,-0.275466073665949,8.80700374307209,-0.0767751183913953,8.87396794249536,-0.00981091896812064,6.06842558824411,-0.23338140100497,8.81195017753998,"Group1",-4.4762731329258,-13.5587429496638,-4.67496408820035,-13.6257071490871,-4.74192828762362,-10.8201647948359,-4.51835780558677,-13.5636893841317,-0.0365025243113397,-0.0383822226629409,-0.263216982116324,-0.105346422086216,-0.330181181539598,-0.3150147327423,-0.0914154099086018,-0.132729531899813
-3.37510239709338,0.603309999129468,9.72329447494624,-0.428770430160904,9.48379659481688,-0.668268310290268,6.361302477573,0.370957510170367,10.1323745784774,"Group1",-3.97841239622285,-13.0983968720396,-2.94633196693248,-12.8588989919103,-2.70683408680311,-9.73640487466638,-3.74605990726375,-13.5074769755708,0.461358212391608,0.42196385496127,1.46541513915155,0.661461735090633,1.70491301928091,0.768745187427177,0.680882488414424,-0.0765171233388724
-3.30599197524629,0.654281179665072,9.72329447494624,-0.494017930142862,9.4845825426134,-0.732729862475705,6.35437004079735,0.39345005712881,10.1988773440561,"Group1",-3.96027315491137,-13.0292864501925,-2.81197404510343,-12.7905745178597,-2.57326211277059,-9.66036201604365,-3.6994420323751,-13.5048693193024,0.47949745370309,0.491074276808355,1.59977306098059,0.729786209141198,1.83848499331344,0.844788046049908,0.727500363303068,-0.0739094670704947
-4.9118474282259,-0.332150536781345,8.80700374307209,0.058381420754869,8.80782929793234,0.0592069756151208,5.52146091786225,-0.272607214108721,8.66595796468135,"Group1",-4.57969689144456,-13.718851171298,-4.97022884898077,-13.7196767261582,-4.97105440384103,-10.4333083460882,-4.63924021411718,-13.5778053929073,-0.139926282830103,-0.1984904442971,-0.558481742896748,-0.199315999157351,-0.559307297757,0.0718417160054035,-0.21229781843901,-0.146845540675342
-3.37703450754313,0.600647446003129,9.72329447494624,-0.428770430160904,9.53337957315837,-0.618685331948783,6.3818160174061,0.371958614138584,10.1323745784774,"Group1",-3.97768195354626,-13.1003289824894,-2.94826407738223,-12.9104140807015,-2.75834917559435,-9.75885052494923,-3.74899312168172,-13.5094090860205,0.462088655068193,0.420031744511517,1.4634830287018,0.609946646299395,1.65339793048967,0.746299537144322,0.677949273996455,-0.0784492337886249
-5.61333508748616,-0.647917330577461,8.51932167062031,0.323160531337406,8.76772196981757,0.571560830534668,5.79301360838414,-0.355787023334155,8.04782935745784,"Group1",-4.9654177569087,-14.1326567581065,-5.93649561882356,-14.3810570573037,-6.18489591802082,-11.4063486958703,-5.257548064152,-13.661164444944,-0.525647148294239,-0.61229603110557,-1.52474851273954,-0.860696330302833,-1.7731488119368,-0.901198633776746,-0.830605668473829,-0.230204592712086
-3.86536960588499,0.240625801689844,9.36661953100751,-0.318774198846513,9.21639868222096,-0.468995047633065,6.15060276844628,0.0912338361900421,9.65380750221735,"Group1",-4.10599540757484,-13.2319891368925,-3.54659540703848,-13.081768288106,-3.39637455825193,-10.0159723743313,-3.95660344207503,-13.5191771081023,0.333775201039621,0.288371590108392,0.865151699045548,0.438592438894942,1.0153725478321,0.489177687762284,0.47033895360314,-0.0882172558704326
-2.86118267433952,1.03291604694027,10.1287595830544,-0.523073310506427,9.82131189055335,-0.830521003007483,6.45833828334479,0.746135834841488,10.6399336574912,"Group1",-3.8940987212798,-12.9899422573939,-2.3381093638331,-12.6824945648929,-2.03066167133204,-9.31952095768431,-3.60731850918101,-13.5011163318307,0.545671887334659,0.53041846960696,2.07363774225093,0.837866162108016,2.38108543475198,1.18562910440924,0.819623886497161,-0.0701564795988343
-5.80862623632106,-0.708983725781563,8.51932167062031,0.459097430179351,8.71486018097679,0.654635940535829,5.83188247728352,-0.368352188447747,7.88833450073865,"Group1",-5.0996425105395,-14.3279479069414,-6.26772366650041,-14.5234864172978,-6.46326217685689,-11.6405087136046,-5.44027404787332,-13.6969607370597,-0.659871901925045,-0.807587179940478,-1.85597656041639,-1.00312569029696,-2.05151507077287,-1.13535865151103,-1.01333165219514,-0.266000884827806
-4.87494482667511,-0.352988803539133,8.80700374307209,0.0269848552029373,8.86859215528339,0.088573267414236,5.56452040732269,-0.289316224794086,8.70001462325184,"Group1",-4.52195602313597,-13.6819485697472,-4.90192968187804,-13.7435369819585,-4.96351809408934,-10.4394652339978,-4.58562860188102,-13.5749594499269,-0.0821854145215157,-0.161587842746302,-0.490182575794018,-0.223176254957599,-0.551770988005316,0.0656848280957565,-0.158686206202847,-0.143999597695036
-5.26552512761474,-0.506721954635746,8.51932167062031,0.058698830692465,8.76772196981757,0.307099129889728,5.64897423816121,-0.321057330113293,8.34877453979127,"Group1",-4.758803172979,-13.7848467982351,-5.32422395830721,-14.0332470974323,-5.57262425750447,-10.914499365776,-4.94446779750145,-13.614299667406,-0.319032564364544,-0.264486071234158,-0.912476852223184,-0.512886370431422,-1.16087715142045,-0.409349303682397,-0.51752540182328,-0.183339815174108
-3.56794481993563,0.450616911716574,9.61793395928842,-0.351528582171243,9.35620694543448,-0.613255596025177,6.11146733950268,0.270040193289691,9.94578046472638,"Group1",-4.01856173165221,-13.1858787792241,-3.21641623776439,-12.9241517653701,-2.95468922391046,-9.67941215943831,-3.83798501322532,-13.513725284662,0.42120887696225,0.334481947776842,1.19533086831964,0.596208961630778,1.45705788217357,0.825737902655243,0.588957382452849,-0.0827654324301008
-5.16193098417096,-0.470845995376073,8.51932167062031,-0.0237341803216566,8.76772196981757,0.224666118875606,5.63121178182137,-0.322511777109044,8.44052810648075,"Group1",-4.69108498879488,-13.6812526547913,-5.1381968038493,-13.9296529539885,-5.38659710304656,-10.7931427659923,-4.83941920706191,-13.6024590906517,-0.251314380180427,-0.160891927790368,-0.726449697765274,-0.409292226987633,-0.974849996962536,-0.287992703898768,-0.412476811383739,-0.171499238419795
-3.69671839705969,0.391502685536736,9.50015092363203,-0.344117269244122,9.3213459532887,-0.522922239587453,6.15909538849193,0.223266898844505,9.81738485348272,"Group1",-4.08822108259643,-13.1968693206917,-3.35260112781557,-13.0180643503484,-3.17379615747224,-9.85581378555163,-3.9199852959042,-13.5141032505424,0.351549526018025,0.323491406309165,1.05914597826845,0.502296376652495,1.23795094861178,0.649336276541927,0.506957099773973,-0.083143398310499
-3.71971210512617,0.341255008493184,9.50015092363203,-0.324726228322182,9.27798758608294,-0.546889565871273,6.15697898558556,0.176194469285398,9.7974601478906,"Group1",-4.06096711361935,-13.2198630287582,-3.39498587680399,-12.9976996912091,-3.1728225392549,-9.87669109071172,-3.89590657441157,-13.5171722530168,0.378803494995102,0.300497698242689,1.01676122928004,0.52266103579178,1.23892456682913,0.62845897138183,0.531035821266606,-0.0862124007848557
-3.91013299250776,0.173270692887481,9.21246885118025,-0.433413096486563,9.18039049709873,-0.465491450568084,5.81413053182507,0.0674192817685415,9.61300155275161,"Group1",-4.08340368539524,-13.122601843688,-3.47671989602119,-13.0905234896065,-3.44464154193967,-9.72426352433282,-3.9775522742763,-13.5231345452594,0.35636692321922,0.397758883312884,0.935027210062832,0.429837237394404,0.967105564144353,0.780886537760731,0.449390121401875,-0.0921746930274558
-3.71860951031094,0.28486797886656,9.36661953100751,-0.458257620946705,9.25494518048623,-0.569931971467983,6.10255859461357,0.103501870381332,9.7974601478906,"Group1",-4.0034774891775,-13.0852290413185,-3.26035188936424,-12.9735546907972,-3.14867753884296,-9.82116810492451,-3.82211138069227,-13.5160696582015,0.436293119436953,0.435131685682439,1.15139521671979,0.546806036203717,1.26306956724107,0.683981957169044,0.604831014985898,-0.0851098059696298
-3.84895431474236,0.257182091224307,9.36661953100751,-0.336036201975565,9.27133749025138,-0.431318242731694,6.24416690066374,0.0959621359838287,9.67161854490356,"Group1",-4.10613640596667,-13.2155738457499,-3.5129181127668,-13.1202918049937,-3.41763607201067,-10.0931212154061,-3.94491645072619,-13.5205728596459,0.333634202647787,0.304786881251019,0.898828993317228,0.400068922007147,0.994111034073356,0.412028846687456,0.482025944951981,-0.0896130074140107
-6.1201504257928,-0.770108382242314,8.51932167062031,0.661840883677778,8.70475105627529,0.847270269332763,5.8805329864007,-0.378106747687034,7.6425241342329,"Group1",-5.35004204355049,-14.6394720964131,-6.78199130947058,-14.8249014820681,-6.96742069512556,-12.0006834121935,-5.74204367810577,-13.7626745600257,-0.910271434936032,-1.11911136941221,-2.37024420338656,-1.3045407550672,-2.55567358904154,-1.49553335009995,-1.31510128242759,-0.331714707793793
-5.6666698458292,-0.646972040004731,8.51932167062031,0.361664655423835,8.73719034017484,0.579533324978366,5.78382518232974,-0.35206986912521,8.00302866638473,"Group1",-5.01969780582447,-14.1859915164495,-6.02833450125303,-14.403860186004,-6.24620317080756,-11.4504950281589,-5.31459997670399,-13.6696985122139,-0.579927197210012,-0.665630789448612,-1.61658739516901,-0.883499459003145,-1.83445606472354,-0.945344966065383,-0.887657581025816,-0.238738659982019
-3.30757689701611,0.614869040131505,9.72329447494624,-0.494017930142862,9.43574395621559,-0.781568448873521,6.36818718635049,0.366287813613531,10.1988773440561,"Group1",-3.92244593714762,-13.0308713719624,-2.81355896687325,-12.7433208532317,-2.52600844814259,-9.6757640833666,-3.67386471062964,-13.5064542410722,0.517324671466841,0.48948935503854,1.59818813921078,0.777039873769198,1.88573865794144,0.829385978726952,0.753077685048531,-0.0754943888403101
-2.57365310527976,1.25387730733446,10.4164416555062,-0.516611741347525,9.97583047376189,-0.957222923091821,6.61472560020376,0.891543929743712,10.9240842442195,"Group1",-3.82753041261422,-12.9900947607859,-2.05704136393224,-12.5494835790417,-1.61643018218794,-9.18837870548352,-3.46519703502347,-13.4977373494993,0.612240196000237,0.530265966214944,2.35470574215179,0.970877147959239,2.79531692389609,1.31677135661003,0.9617453606547,-0.0667774972673474
-3.74275421908363,0.313592846516937,9.36661953100751,-0.433671828700167,9.27179095865376,-0.52850040105392,6.18208490671663,0.150491738976044,9.77218225175814,"Group1",-4.05634706560057,-13.1093737500911,-3.30908239038347,-13.0145451777374,-3.21425381802971,-9.92483912580026,-3.89324595805968,-13.5149364708418,0.383423543013887,0.410986976909749,1.10266471570056,0.505815549263502,1.19749328805431,0.580310936293291,0.533696437618496,-0.0839766186098601
-5.99798758957091,-0.76448345330771,8.51932167062031,0.584808206738045,8.72216831382871,0.787654849946443,5.89440283426485,-0.373847024431824,7.73718007783463,"Group1",-5.2335041362632,-14.5173092601912,-6.58279579630896,-14.7201559033996,-6.78564243951735,-11.8923904238358,-5.62414056513909,-13.7351676674055,-0.793733527648745,-0.996948533190325,-2.17104869022493,-1.19979517639872,-2.37389533343333,-1.38724036174221,-1.19719816946092,-0.30420781517363
