method,X1,X2,country,scale_x1,scale_x2
ELib-UQ,0.154591986,-0.018693206,MA,1.556317551,-0.288951642
ELib-UQ,0.020891334,-0.062312993,MA,0.210318472,-0.963207786
ELib-UQ,0.164827762,0.026769899,MA,1.659363754,0.413797728
ELib-UQ,-0.10104205,-0.010987426,MA,-1.017216478,-0.169838969
ELib-UQ,-0.156217755,0.024415041,MA,-1.572684582,0.377397335
ELib-UQ,0.135517888,-0.031122221,MA,1.36429366,-0.481074076
ELib-UQ,-0.137439544,-0.038972875,MA,-1.383639477,-0.602426154
ELib-UQ,-0.173533421,-0.028902423,MA,-1.74700588,-0.446761381
ELib-UQ,-0.034697978,-0.020813533,MA,-0.34931353,-0.32172676
ELib-UQ,-0.002273689,0.021734022,MA,-0.022889818,0.335955281
ELib-UQ,-0.206456086,0.084779008,MA,-2.078446872,1.310477915
ELib-UQ,-0.163304023,0.080420602,MA,-1.644023878,1.243107524
ELib-UQ,-0.003137097,-0.050419454,MA,-0.031581971,-0.779362507
ELib-UQ,0.005234085,0.047736472,MA,0.052692889,0.737890122
ELib-UQ,-0.059213453,-0.069421711,MA,-0.596117166,-1.073091328
ELib-UQ,-0.038599596,0.092186096,MA,-0.388592127,1.424973536
ELib-UQ,0.244214979,0.012397565,MA,2.458575423,0.191636299
ELib-UQ,-0.056750178,-0.014941099,MA,-0.57131873,-0.23095317
ELib-UQ,-0.084966622,-0.039822508,MA,-0.855380979,-0.615559429
ELib-UQ,0.075992354,-0.030888634,MA,0.765034697,-0.477463384
ELib-UQ,-0.121582808,-0.043848171,MA,-1.224005609,-0.677786409
ELib-UQ,-0.146666839,-0.017976632,MA,-1.476533044,-0.277875141
ELib-UQ,0.03544846,-0.042383857,MA,0.35686882,-0.655151674
ELib-UQ,-0.019689109,0.016989928,MA,-0.198215361,0.262623099
ELib-UQ,-0.198863044,-0.079798952,MA,-2.002005755,-1.233498327
ELib-UQ,-0.214683286,-0.114343354,MA,-2.161272226,-1.767471025
ELib-UQ,-0.002493486,-0.05049227,MA,-0.025102572,-0.780488076
ELib-UQ,-0.132753819,0.033084097,MA,-1.336467069,0.511399924
ELib-UQ,-0.178026537,-0.056933828,MA,-1.792239243,-0.880058936
ELib-UQ,-0.030588061,-0.121838145,MA,-0.307937932,-1.883322322
ELib-UQ,-0.140261119,-0.03371845,MA,-1.412045002,-0.521205482
ELib-UQ,-0.074778191,-0.071697936,MA,-0.752811405,-1.108276257
ELib-UQ,-0.104883159,-0.056782677,MA,-1.05588592,-0.877722509
ELib-UQ,-0.100921797,-0.027876275,MA,-1.016005856,-0.430899626
ELib-UQ,0.053295502,-0.035125177,MA,0.53653962,-0.542950068
ELib-UQ,0.050300199,-0.043176284,MA,0.506385121,-0.667400669
ELib-UQ,-0.092095759,-0.038360606,MA,-0.927151852,-0.592961956
ELib-UQ,-0.16633932,-0.077757636,MA,-1.674580998,-1.201944518
ELib-UQ,-0.008046736,-0.039953081,MA,-0.081008578,-0.617577764
ELib-UQ,-0.01348663,-0.006044466,MA,-0.135773398,-0.093432793
ELib-UQ,-0.054206659,-0.045655811,MA,-0.545712473,-0.705728136
ELib-UQ,-0.050995143,-0.036346929,MA,-0.513381307,-0.561835401
ELib-UQ,0.000376281,-0.041082829,MA,0.003788122,-0.635040933
ELib-UQ,-0.000109859,-0.033777376,MA,-0.00110598,-0.522116338
ELib-UQ,-0.03499951,-0.014670882,MA,-0.352349127,-0.226776269
ELib-UQ,-0.107138727,-0.114879984,MA,-1.078593298,-1.775766018
ELib-UQ,-0.002498053,-0.059276096,MA,-0.025148547,-0.916264724
ELib-UQ,-0.083062288,-0.063474832,MA,-0.836209556,-0.98116701
ELib-UQ,-0.067492594,-0.048660041,MA,-0.679465419,-0.752166257
ELib-UQ,0.024743996,-0.018869921,MA,0.249104214,-0.291683224
ELib-UQ,0.036053524,-0.030294214,MA,0.36296016,-0.468275101
ELib-UQ,-0.090509159,-0.01774106,MA,-0.911179141,-0.274233778
ELib-UQ,-0.104645029,-0.024023247,MA,-1.0534886,-0.371341158
ELib-UQ,0.057126407,-0.026053466,MA,0.575106327,-0.402723417
ELib-UQ,0.017959944,-0.030509549,MA,0.180807404,-0.471603649
ELib-UQ,-0.108699041,-0.050799477,MA,-1.094301393,-0.785236753
ELib-UQ,-0.095322893,-0.035619689,MA,-0.959640243,-0.550594034
ELib-UQ,0.127177121,-0.034571485,MA,1.280325005,-0.53439134
ELib-UQ,0.023929172,-0.036380793,MA,0.24090117,-0.56235886
ELib-UQ,-0.101302492,-0.012715158,MA,-1.019838411,-0.196545521
ELib-UQ,-0.063702738,-0.032088328,MA,-0.641311958,-0.496007755
ELib-UQ,0.145438913,0.148416995,MA,1.464171189,2.294166901
ELib-UQ,0.011113499,-0.029437456,MA,0.111882472,-0.455031702
ELib-UQ,-0.050094566,-0.044646256,MA,-0.504314966,-0.690122871
ELib-UQ,-0.049856903,-0.033308117,MA,-0.501922353,-0.514862732
ELib-UQ,0.23187333,-0.025952023,MA,2.334328844,-0.401155348
ELib-TMM,-0.22583746,0.008927724,VEN,-2.149317891,0.138237196
ELib-TMM,-0.01831687,0.044151153,VEN,-0.174323495,0.68363804
ELib-TMM,-0.043827377,-0.006081942,VEN,-0.41710957,-0.094173014
ELib-TMM,-0.054317076,0.068965547,VEN,-0.516941092,1.067865016
ELib-TMM,0.095364845,0.193975664,VEN,0.907596853,3.00352617
ELib-TMM,0.010006286,-0.003472717,VEN,0.095230837,-0.053771679
ELib-TMM,-0.08153537,0.138729754,VEN,-0.775980344,2.148096513
ELib-TMM,0.071030201,-0.052635953,VEN,0.676001588,-0.815016995
ELib-TMM,0.012904684,-0.022171008,VEN,0.122815183,-0.343296691
ELib-TMM,0.165875895,0.043953233,VEN,1.578657626,0.680573448
ELib-TMM,-0.251364188,0.068118581,VEN,-2.392258334,1.054750568
ELib-TMM,0.060973369,0.077074187,VEN,0.580289708,1.193419495
ELib-TMM,0.109974354,-0.001536177,VEN,1.046637017,-0.023786223
ELib-TMM,0.085767553,0.039949292,VEN,0.816258456,0.618576275
ELib-TMM,0.022311497,-0.004253272,VEN,0.212340767,-0.065857818
ELib-TMM,-0.015082763,0.010131862,VEN,-0.143544175,0.15688212
ELib-TMM,0.100393375,0.078175084,VEN,0.955453879,1.21046581
ELib-TMM,0.053566508,0.002006681,VEN,0.509797862,0.031071521
ELib-TMM,0.043614697,0.066858796,VEN,0.41508547,1.035244011
ELib-TMM,0.007129947,0.006396304,VEN,0.067856421,0.099040607
ELib-TMM,0.082982328,0.102153841,VEN,0.789751189,1.58175375
ELib-TMM,0.080850421,0.17314445,VEN,0.769461609,2.680974902
ELib-TMM,0.062165274,-0.000295985,VEN,0.591633183,-0.004583045
ELib-TMM,-0.096374287,-0.144205306,VEN,-0.917203811,-2.232880156
ELib-TMM,0.185820043,0.112349487,VEN,1.768468091,1.739623506
ELib-TMM,0.061104532,0.090800612,VEN,0.581537995,1.405959951
ELib-TMM,0.116063701,0.138153132,VEN,1.104589947,2.139168078
ELib-TMM,0.11284467,0.063698595,VEN,1.073954107,0.986311338
ELib-TMM,0.039474704,0.087794877,VEN,0.375684742,1.35941904
ELib-TMM,0.087527295,0.014018869,VEN,0.833006099,0.217068667
ELib-TMM,0.097822664,0.165790461,VEN,0.930988165,2.567105465
ELib-TMM,0.035570092,0.03353084,VEN,0.338524153,0.519192736
ELib-TMM,0.044650329,0.108456097,VEN,0.424941689,1.679338111
ELib-TMM,0.015937824,0.011126299,VEN,0.151681877,0.172280019
ELib-TMM,0.074422495,0.013851822,VEN,0.708286391,0.214482104
ELib-TMM,0.039597045,-0.007185457,VEN,0.37684907,-0.111259869
ELib-TMM,0.038254534,0.007108118,VEN,0.364072258,0.110062352
ELib-TMM,0.107879053,0.049944007,VEN,1.026695828,0.773334803
ELib-TMM,0.134350627,0.101516072,VEN,1.278628474,1.57187851
ELib-TMM,0.066993541,-0.019801718,VEN,0.63758429,-0.306610511
ELib-TMM,0.064396047,-0.05816682,VEN,0.612863675,-0.900657133
ELib-TMM,0.016504785,0.044776874,VEN,0.157077705,0.693326736
ELib-TMM,0.075397122,-0.001746629,VEN,0.717562017,-0.027044864
ELib-TMM,0.102125113,0.0087972,VEN,0.971934998,0.136216164
ELib-TMM,0.157701482,-0.003248435,VEN,1.500860914,-0.050298886
ELib-TMM,-0.000998107,0.015520932,VEN,-0.009499087,0.240326665
ELib-TMM,0.053259445,0.030012965,VEN,0.506875514,0.464721828
ELib-TMM,0.152945726,0.018325342,VEN,1.455599902,0.283750256
ELib-TMM,0.099598585,0.027959274,VEN,0.947889783,0.432922398
ELib-TMM,0.093261418,0.030635632,VEN,0.887578325,0.474363236
ELib-TMM,0.179547379,0.08006388,VEN,1.708770516,1.239712002
ELib-TMM,0.057952888,0.014902949,VEN,0.551543479,0.230757801
ELib-TMM,0.099075622,0.014130839,VEN,0.942912689,0.218802426
ELib-TMM,-0.162935714,0.171788279,VEN,-1.550675629,2.659975896
ELib-TMM,-0.039185606,0.13164324,VEN,-0.372933361,2.038368676
ELib-TMM,-0.206282975,0.068120081,VEN,-1.963215878,1.05477379
ELib-TMM,0.0005409,0.004541744,VEN,0.005147802,0.070324531
ELib-TMM,-0.049140839,0.04286148,VEN,-0.467678325,0.663668694
ELib-TMM,-0.022855855,0.001866366,VEN,-0.217521475,0.028898878
ELib-TMM,0.020525085,0.081903859,VEN,0.195339309,1.268202298
ELib-TMM,-0.102703412,0.069359114,VEN,-0.977438729,1.073959024
ELib-TMM,-0.139764318,0.15830097,VEN,-1.330151113,2.451137923
ELib-TMM,0.102113553,-0.024900799,VEN,0.971824984,-0.385564864
ELib-TMM,-0.035585517,0.166656002,VEN,-0.338670956,2.580507531
ELib-TMM,0.061526672,0.031173881,VEN,0.585555544,0.48269749
ELib-TMM,0.056785394,0.088946435,VEN,0.540432326,1.3772498
ELib-TMM,0.094138194,0.053055952,VEN,0.895922691,0.821520266
ELib-TMM,0.081779801,0.127804616,VEN,0.77830662,1.978931274
ELib-TMM,0.023501958,0.009524912,VEN,0.223670507,0.147484082
ELib-TMM,0.070918481,0.081801043,VEN,0.674938342,1.266610299
ELib-TMM,0.058315927,0.018798187,VEN,0.554998556,0.291071805
ELib-TMM,0.096718182,0.036861996,VEN,0.920476698,0.570772473
ELib-TMM,0.048839492,0.004302761,VEN,0.464810368,0.06662411
ELib-TMM,-0.207792438,0.098190512,VEN,-1.977581594,1.520385422
ELib-TMM,0.033724767,0.122825154,VEN,0.320962014,1.901829105
ELib-TMM,0.008385657,0.034595269,VEN,0.079807145,0.535674391
ELib-TMM,0.016847409,0.092145955,VEN,0.160338489,1.426791289
ELib-TMM,0.089880675,-0.008212303,VEN,0.85540345,-0.127159593
ELib-TMM,0.030899716,0.006818427,VEN,0.29407571,0.105576764
ELib-TMM,0.060518124,0.079237088,VEN,0.575957091,1.226909928
ELib-TMM,0.151524643,0.033699095,VEN,1.442075314,0.521797998
ELib-TMM,-0.017770043,0.034134483,VEN,-0.169119288,0.528539557
ELib-TMM,-0.175279806,0.045217484,VEN,-1.668155594,0.700149151
ELib-TMM,-0.000289618,0.040606522,VEN,-0.002756327,0.628752848
ELib-TMM,0.038805607,-0.00494198,VEN,0.369316878,-0.076521804
ELib-TMM,0.014050784,0.058255616,VEN,0.133722726,0.902032056
ELib-TMM,0.104819732,0.042610858,VEN,0.997579961,0.659788059
ELib-TMM,0.03608579,0.018291779,VEN,0.343432103,0.283230564
ELib-TMM,-0.261337574,0.1740269,VEN,-2.487176057,2.694638786
ELib-TMM,-0.092275947,0.021711232,VEN,-0.878199493,0.336177499
ELib-TMM,0.080265745,0.025439196,VEN,0.763897191,0.39390143
ELib-TMM,0.04247661,0.040610683,VEN,0.404254184,0.628817277
ELib-TMM,0.01062918,0.047108273,VEN,0.101158976,0.729426193
ELib-TMM,0.116011248,0.009156076,VEN,1.104090749,0.141773005
ELib-TMM,0.11362548,0.027063408,VEN,1.08138516,0.419050789
ELib-TMM,0.083041004,0.007076681,VEN,0.790309608,0.109575579
ELib-TMM,0.091947809,0.084292578,VEN,0.875076573,1.305189316
ELib-TMM,0.080113399,0.004590615,VEN,0.762447301,0.071081253
ELib-TMM,0.049747916,0.033052089,VEN,0.473455936,0.511779737
ELib-TMM,0.010854733,-0.039784139,MA,0.103305586,-0.616019047
ELib-TMM,0.006187733,-0.033023939,MA,0.058889283,-0.511343861
ELib-TMM,0.071165491,-0.021900666,MA,0.67728916,-0.339110706
ELib-TMM,0.038186678,-0.025475618,MA,0.363426463,-0.39446539
ELib-TMM,-0.114216765,-0.072899661,MA,-1.087012474,-1.128780977
ELib-TMM,0.045284394,-0.021620576,MA,0.430976149,-0.334773773
ELib-TMM,-0.093959667,-0.053544958,MA,-0.894223627,-0.829092055
ELib-TMM,-0.089534423,-0.020800715,MA,-0.852108137,-0.322079025
ELib-TMM,0.049509909,-0.018715666,MA,0.471190799,-0.289794041
ELib-TMM,0.051624599,-0.036234999,MA,0.491316518,-0.561064024
ELib-TMM,0.019132008,-0.035943374,MA,0.182081246,-0.556548491
ELib-TMM,-0.105575718,-0.043846533,MA,-1.004774763,-0.678921302
ELib-TMM,0.03790433,-0.033422139,MA,0.360739336,-0.517509603
ELib-TMM,-0.0049442,-0.014880909,MA,-0.047054448,-0.230416526
ELib-TMM,0.032696287,-0.03941294,MA,0.311173864,-0.610271388
ELib-TMM,0.022627012,-0.02630009,MA,0.215343558,-0.407231546
ELib-TMM,0.029414692,-0.050023939,MA,0.279942592,-0.774572481
ELib-TMM,0.02861191,-0.037841739,MA,0.272302435,-0.585942843
ELib-TMM,-0.172987306,0.00083355,MA,-1.646337644,0.012906718
ELib-TMM,-0.159934494,0.031841211,MA,-1.522112712,0.493030457
ELib-TMM,0.089679645,-0.05153993,MA,0.853490227,-0.798046132
ELib-TMM,0.043222606,-0.040570866,MA,0.411353898,-0.628200754
ELib-TMM,0.118118051,-0.042678897,MA,1.124141408,-0.660841579
ELib-TMM,0.069988153,-0.019088704,MA,0.666084308,-0.295570178
ELib-TMM,0.096848762,-0.082795959,MA,0.921719434,-1.282015606
ELib-TMM,0.147913488,-0.096030984,MA,1.407707584,-1.486947214
ELib-TMM,0.037693587,-0.006002162,MA,0.358733674,-0.092937687
ELib-TMM,-0.108182518,0.003224126,MA,-1.029583939,0.049922489
ELib-TMM,-0.128186442,0.022689741,MA,-1.219963297,0.351328773
ELib-TMM,0.070921697,-0.044763332,MA,0.674968944,-0.693117042
ELib-TMM,0.058687087,-0.041483346,MA,0.558530924,-0.642329618
ELib-TMM,-0.243358055,-0.038714716,MA,-2.316063162,-0.599460051
ELib-TMM,-0.212390761,-0.030462804,MA,-2.021344296,-0.471687154
ELib-TMM,-0.237856274,-0.02919073,MA,-2.263702156,-0.45199032
ELib-TMM,0.068441924,-0.036166136,MA,0.651368698,-0.559997758
ELib-TMM,0.030365273,-0.026848358,MA,0.288989367,-0.415720946
ELib-TMM,0.027954777,-0.117951732,MA,0.266048429,-1.826368873
ELib-TMM,-0.013529503,-0.019398018,MA,-0.128761644,-0.300359603
ELib-TMM,-0.026175367,-0.054912,MA,-0.249113607,-0.850259378
ELib-TMM,0.096472286,-0.02019398,MA,0.918136474,-0.312684308
ELib-TMM,0.082349436,-0.082821179,MA,0.783727889,-1.282406113
ELib-TMM,0.007642947,-0.11986674,MA,0.072738699,-1.856020919
ELib-TMM,-0.03993243,-0.177844659,MA,-0.380040962,-2.753753102
ELib-TMM,-0.301500263,0.032638524,MA,-2.869408413,0.505376088
ELib-TMM,0.06020188,-0.012752527,MA,0.572947366,-0.197460588
ELib-TMM,-0.159797884,0.013111458,MA,-1.520812578,0.203018284
ELib-TMM,-0.200423747,-0.032506279,MA,-1.907453019,-0.503328393
ELib-TMM,0.098998027,-0.037372978,MA,0.94217421,-0.578684537
ELib-TMM,0.089534484,-0.046396243,MA,0.852108719,-0.718401104
ELib-TMM,0.038098015,0.048457228,MA,0.362582651,0.750313468
ELib-TMM,0.085354778,-0.004191166,MA,0.812330036,-0.064896164
ELib-TMM,-0.1075526,-0.01867375,MA,-1.023588948,-0.289145021
ELib-TMM,-0.217374787,-0.056537177,MA,-2.068777776,-0.875423678
ELib-TMM,0.107626691,-0.056321819,MA,1.024294074,-0.872089067
ELib-TMM,-0.154463972,-0.031135753,MA,-1.470049205,-0.482107115
ELib-TMM,-0.229742,-0.058312094,MA,-2.186477791,-0.902906566
ELib-TMM,0.004703538,-0.068843138,MA,0.044764042,-1.065969628
ELib-TMM,-0.004391577,-0.042272169,MA,-0.041795082,-0.654543786
ELib-TMM,-0.283445151,0.082835538,MA,-2.697576095,1.282628457
ELib-TMM,-0.296696331,0.062558271,MA,-2.823688915,0.968654518
ELib-TMM,0.056455923,-0.027816197,MA,0.537296714,-0.430706999
ELib-TMM,0.000222326,-0.058414399,MA,0.002115898,-0.90449066
ELib-TMM,-0.049956679,-0.099863756,MA,-0.475442756,-1.546293997
ELib-TMM,-0.085789271,0.082859234,MA,-0.816465149,1.282995369
ELib-TMM,0.082565911,-0.073917399,MA,0.785788102,-1.144539671
ELib-TMM,-0.04808136,-0.069337011,MA,-0.457595157,-1.07361678
ELib-TMM,-0.066251872,-0.047749335,MA,-0.630525747,-0.73935242
ELib-TMM,0.100499321,-0.03806836,MA,0.956462173,-0.589451861
ELib-TMM,-0.133859512,-0.058770289,MA,-1.273954476,-0.910001268
ELib-TMM,-0.185731326,-0.074104819,MA,-1.767623766,-1.147441694
ELib-TMM,0.060083399,-0.048059783,MA,0.571819769,-0.74415941
ELib-TMM,-0.018147232,-0.036228929,MA,-0.172709035,-0.560970048
ELib-TMM,-0.253452916,-0.08025923,MA,-2.412136972,-1.242736807
ELib-TMM,-0.269747342,-0.141662733,MA,-2.567212667,-2.193510862
ELib-TMM,0.053449773,-0.03575854,MA,0.50868688,-0.553686528
ELib-TMM,-0.159938324,-0.064916939,MA,-1.522149167,-1.005176216
ELib-TMM,-0.202664586,-0.097295225,MA,-1.928779311,-1.506522771
ELib-TMM,0.134448571,-0.063677284,MA,1.279560617,-0.985981365
ELib-TMM,-0.170144971,-0.080891696,MA,-1.61928685,-1.252529928
ELib-TMM,-0.010510915,-0.055448477,MA,-0.100033436,-0.858566218
ELib-TMM,-0.09059841,-0.067836178,MA,-0.862234203,-1.050377829
ELib-TMM,-0.098332673,-0.045658134,MA,-0.935841965,-0.706972199
ELib-TMM,0.07691475,-0.036241701,MA,0.732005431,-0.561167801
ELib-TMM,0.036151014,-0.05794873,MA,0.344052847,-0.89728022
ELib-TMM,-0.091365995,0.015929274,MA,-0.869539391,0.246649446
ELib-TMM,-0.180435155,-0.100150969,MA,-1.717219575,-1.550741206
ELib-TMM,0.033927476,-0.03508899,MA,0.322891215,-0.543319189
ELib-TMM,0.036565424,-0.096737222,MA,0.347996824,-1.497882628
ELib-TMM,-0.011416733,-0.036233575,MA,-0.108654196,-0.561041986
ELib-TMM,-0.013291868,-0.037446714,MA,-0.12650005,-0.579826262
ELib-TMM,0.044919157,-0.023188571,MA,0.42750015,-0.359052667
ELib-TMM,0.050107734,-0.026691129,MA,0.476880355,-0.413286404
ELib-TMM,-0.022397292,-0.062816708,MA,-0.213157287,-0.972656175
ELib-TMM,-0.023356972,-0.061251197,MA,-0.222290656,-0.94841574
ELib-TMM,0.069742915,-0.005841828,MA,0.663750357,-0.090455077
ELib-TMM,-0.053675391,-0.078902694,MA,-0.510834115,-1.221732156
ELib-TMM,-0.044277896,-0.039916249,MA,-0.421397205,-0.618064631
ELib-TMM,0.035256722,-0.020537311,MA,0.33554178,-0.318000456
ELib-TMM,0.054084745,-0.022957766,MA,0.514729977,-0.355478869
ELib-TMM,-0.089693588,-0.026005851,MA,-0.853622926,-0.40267553
ELib-TMM,-0.108441259,-0.026514686,MA,-1.032046404,-0.41055435
ELib-TMM,0.071755615,-0.012623539,MA,0.682905428,-0.195463326
ELib-TMM,0.087982811,-0.023358661,MA,0.837341289,-0.361686344
ELib-TMM,-0.096237752,-0.066405955,MA,-0.915904396,-1.028232199
ELib-TMM,-0.088316827,-0.057442156,MA,-0.840520156,-0.889436408
ELib-TMM,0.085665665,-0.041143223,MA,0.815288779,-0.637063146
ELib-TMM,0.061947257,-0.021028526,MA,0.589558296,-0.325606447
ELib-TMM,-0.110534381,0.008796379,MA,-1.051966852,0.136203452
ELib-TMM,-0.030943417,-0.017071928,MA,-0.294491624,-0.264342354
ELib-TMM,0.060886052,-0.110667573,MA,0.579458697,-1.713580693
ELib-TMM,0.041218529,-0.018546777,MA,0.392280894,-0.287178969
ELib-TMM,0.016300753,-0.076041821,MA,0.155135912,-1.177434298
ELib-TMM,-0.024765031,-0.030843771,MA,-0.235691296,-0.477586065
ELib-TMM,0.07009866,-0.073268795,MA,0.667136019,-1.134496657
CSS,-0.20332715,-0.048179765,VEN,-2.049436608,-0.815444974
CSS,-0.012561116,-0.020420994,VEN,-0.126609802,-0.345626361
CSS,-0.031434932,0.006630199,VEN,-0.316848491,0.112216463
CSS,-0.045379919,-0.034425443,VEN,-0.457407023,-0.582652379
CSS,0.045417604,-0.143897399,VEN,0.457786878,-2.435470789
CSS,0.014205447,-0.003128174,VEN,0.143183847,-0.052944504
CSS,-0.048524748,-0.105282612,VEN,-0.489105342,-1.781913553
CSS,0.029746018,0.004838589,VEN,0.299825072,0.081893357
CSS,0.018162111,0.023313165,VEN,0.183065053,0.394576501
CSS,0.075005273,-0.032378849,VEN,0.756015866,-0.548013662
CSS,-0.20090908,-0.140697969,VEN,-2.025063659,-2.381320284
CSS,0.093698801,-0.080823711,VEN,0.944437339,-1.367945416
CSS,0.106981826,0.013522712,VEN,1.07832363,0.228872583
CSS,0.06927828,-0.033288169,VEN,0.698290627,-0.563403947
CSS,0.028471676,0.003726137,VEN,0.286980346,0.063065062
CSS,-0.004042275,-0.015977213,VEN,-0.040744124,-0.270415148
CSS,0.078342527,-0.070485776,VEN,0.789653735,-1.192975348
CSS,0.05159015,-0.001051133,VEN,0.520003068,-0.017790476
CSS,0.046924913,-0.064338252,VEN,0.472979797,-1.088928188
CSS,0.016327235,-0.024338697,VEN,0.164570413,-0.411933683
CSS,0.057204527,-0.063823513,VEN,0.576593202,-1.080216196
CSS,0.093867503,-0.129883987,VEN,0.946137776,-2.19829308
CSS,0.067019599,-0.022901456,VEN,0.675524244,-0.387608313
CSS,-0.097908905,0.162285417,VEN,-0.986873092,2.746688927
CSS,0.125262947,-0.079928875,VEN,1.262588246,-1.352800272
CSS,0.050267312,-0.063092837,VEN,0.506669514,-1.067849473
CSS,0.096787619,-0.114794083,VEN,0.975571094,-1.942895685
CSS,0.141474116,-0.014329075,VEN,1.425988768,-0.242520316
CSS,0.063350529,-0.090013155,VEN,0.638541846,-1.523477229
CSS,0.079351715,-0.003608919,VEN,0.799825843,-0.061081138
CSS,0.13178609,-0.13364684,VEN,1.328338283,-2.261979567
CSS,0.034090488,-0.031972853,VEN,0.34361517,-0.541142158
CSS,0.073955131,-0.105065787,VEN,0.745430959,-1.778243786
CSS,0.020786413,-0.014764357,VEN,0.209516711,-0.249887489
CSS,0.027047904,0.000690414,VEN,0.272629423,0.01168529
CSS,0.052916126,0.007133114,VEN,0.533368245,0.120728319
CSS,0.03979805,-0.008125025,VEN,0.401144557,-0.137516469
CSS,0.083380907,-0.041258448,VEN,0.840438093,-0.698301322
CSS,0.123831341,-0.089170007,VEN,1.248158365,-1.509206895
CSS,0.06341283,0.013100985,VEN,0.639169811,0.221734841
CSS,0.06413073,-0.021755132,VEN,0.64640588,-0.368206715
CSS,0.040880385,-0.046188209,VEN,0.412053957,-0.781737791
CSS,0.075223303,0.001043037,VEN,0.758213505,0.017653462
CSS,0.110764195,-0.006453277,VEN,1.116448032,-0.109222039
CSS,0.101258112,0.004542757,VEN,1.020631434,0.07688639
CSS,0.009852396,-0.023291054,VEN,0.099307251,-0.39420227
CSS,0.074123567,-0.037240595,VEN,0.747128706,-0.630298967
CSS,0.093901944,-0.016991245,VEN,0.946484916,-0.287577685
CSS,0.07993542,-0.018671868,VEN,0.805709305,-0.316022308
CSS,0.105710403,-0.020521726,VEN,1.06550832,-0.347331248
CSS,0.104569702,-0.041671008,VEN,1.054010616,-0.705283936
CSS,0.083792773,0.013392914,VEN,0.844589497,0.226675755
CSS,0.074355343,-0.015539814,VEN,0.749464897,-0.26301214
CSS,-0.107631227,-0.188374331,VEN,-1.084869273,-3.188245135
CSS,-0.038332893,-0.046016474,VEN,-0.386376509,-0.778831169
CSS,-0.155066434,-0.104806397,VEN,-1.562992576,-1.773853604
CSS,0.004434655,-0.015175278,VEN,0.044699118,-0.256842348
CSS,-0.043530783,-0.016302514,VEN,-0.438768653,-0.275920876
CSS,-0.016006147,0.004944641,VEN,-0.16133401,0.083688299
CSS,0.021440419,-0.062373379,VEN,0.216108768,-1.055672613
CSS,-0.08644609,-0.08890319,VEN,-0.871333616,-1.504691016
CSS,-0.106850987,-0.150062104,VEN,-1.077004835,-2.539808735
CSS,0.054856302,-0.013805265,VEN,0.552924259,-0.233654804
CSS,-0.021368057,-0.110636311,VEN,-0.215379392,-1.872525184
CSS,0.089507569,-0.001693367,VEN,0.902191806,-0.028660318
CSS,0.048507264,-0.071309206,VEN,0.488929113,-1.206911928
CSS,0.049863746,-0.023698019,VEN,0.502601769,-0.401090175
CSS,0.066481645,-0.083074234,VEN,0.670101937,-1.406035627
CSS,0.031134219,-0.00979431,VEN,0.313817451,-0.165769191
CSS,0.072855173,-0.07009125,VEN,0.734343934,-1.186297975
CSS,0.073596914,-0.007312738,VEN,0.741820314,-0.123768458
CSS,0.098740298,-0.029351313,VEN,0.995253122,-0.496772467
CSS,0.075590744,0.012766448,VEN,0.761917122,0.216072789
CSS,-0.177249286,-0.130321559,VEN,-1.7865847,-2.205699006
CSS,0.027603254,-0.078735655,VEN,0.278227075,-1.332604966
CSS,0.014175374,-0.043991249,VEN,0.142880721,-0.744554129
CSS,0.101917707,-0.053179341,VEN,1.027279827,-0.900063049
CSS,0.085352591,0.01332662,VEN,0.860311694,0.225553726
CSS,0.027637014,-0.005857414,VEN,0.278567359,-0.099137025
CSS,0.044633702,-0.052824044,VEN,0.449885531,-0.894049629
CSS,0.134185336,-0.03634978,VEN,1.352521491,-0.615221869
CSS,-0.000829114,-0.045599354,VEN,-0.008357061,-0.771771383
CSS,-0.156741897,-0.072155848,VEN,-1.57988041,-1.221241403
CSS,0.004804446,-0.038202932,VEN,0.04842643,-0.64658657
CSS,0.072486099,0.015865841,VEN,0.730623849,0.268530162
CSS,0.022392529,-0.050178135,VEN,0.225705557,-0.849267489
CSS,0.060402404,-0.031106794,VEN,0.608826209,-0.526484075
CSS,0.040009886,-0.015212868,VEN,0.403279767,-0.25747856
CSS,-0.207752873,-0.13183982,VEN,-2.094045688,-2.231395661
CSS,-0.095943512,-0.044258403,VEN,-0.967062912,-0.749075724
CSS,0.08302604,-0.015415094,VEN,0.836861215,-0.260901247
CSS,0.059045719,-0.053397969,VEN,0.5951515,-0.903763343
CSS,0.043642153,-0.092977785,VEN,0.439891206,-1.573653732
CSS,0.071702405,-0.012450786,VEN,0.7227246,-0.210730191
CSS,0.0971327,-0.022071756,VEN,0.979049335,-0.373565585
CSS,0.091191404,-0.000454853,VEN,0.919164026,-0.007698409
CSS,0.068667785,-0.058885212,VEN,0.69213714,-0.996635207
CSS,0.085531277,-0.001134208,VEN,0.862112752,-0.019196533
CSS,0.09163621,0.003724685,VEN,0.923647446,0.063040475
CSS,0.01406284,0.031766559,MA,0.141746435,0.537650618
CSS,0.02020175,0.038717563,MA,0.203623602,0.655296724
CSS,0.071073348,0.021703712,MA,0.716384019,0.367336422
CSS,0.045086527,0.02374813,MA,0.454449782,0.401938314
