"phylum","genus","mean.difference (VEN - US)","se (VEN - US)","W","p.val","q.val","diff.abn","structural.zero (US)","structural.zero (VEN)"
"p__Firmicutes","p__Firmicutes;g__Brevibacillus",0.407778907416544,0.13735412966176,2.96881432266154,0.00298951178360254,0.585944309586098,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Sphaerotilus",-0.310064716742054,0.106956074748448,-2.89899117437977,0.00374365431868264,0.733756246461798,FALSE,0,0
"p__Proteobacteria","p__Proteobacteria;g__Lautropia",0.412531970472376,0.142983249103584,2.88517692148342,0.00391193752095196,0.766739754106583,FALSE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Actinomyces",-0.330797492260975,0.154683249528254,-2.13854760143601,0.0324723250483963,1,FALSE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Arcanobacterium",-0.0362186435270421,0.130775159199235,-0.276953541856242,0.781815779439742,1,FALSE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Arthrobacter",-0.0207430645505061,0.111258967854613,-0.186439483939955,0.852100131486901,1,FALSE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Corynebacterium",-0.0658389380574711,0.162125463470346,-0.406098688313162,0.684670089495415,1,FALSE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Gardnerella",-0.197264638295967,0.140917246850247,-1.39986156914917,0.16155477628553,1,FALSE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Parascardovia",0.000753469779410876,0.123983397328555,0.0060771828780767,0.995151139454901,1,FALSE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Renibacterium",-0.140467340849007,0.126487574875685,-1.1105228397893,0.266773791660035,1,FALSE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Scardovia",-0.132207950004821,0.142224208970113,-0.929574162951426,0.352591610004065,1,FALSE,0,0
"p__Actinobacteria","p__Actinobacteria;g__Serinicoccus",-0.0582356596956716,0.116439070003481,-0.500138481816548,0.616977571536036,1,FALSE,0,0
"p__Bacteroidetes","p__Bacteroidetes;g__Cyclobacterium",-0.126042904762773,0.0926212461363001,-1.3608422475475,0.173563547632743,1,FALSE,0,0
"p__Bacteroidetes","p__Bacteroidetes;g__Paludibacter",0.31017955901938,0.157192842230791,1.97324225847366,0.0484679680060312,1,FALSE,0,0
"p__Bacteroidetes","p__Bacteroidetes;g__Porphyromonas",-0.244476940119569,0.216249902774488,-1.13052971114867,0.258253086308209,1,FALSE,0,0
"p__Euryarchaeota","p__Euryarchaeota;g__Methanobrevibacter",0.820627084821512,0.367134612191778,2.2352212446612,0.0254028274225494,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Abiotrophia",0.00335567613586218,0.114616971669648,0.0292773058560122,0.976643426445825,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Aerococcus",0.0268365372160539,0.11124988948811,0.241227540445531,0.809378766864473,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Anaerobacillus",0.124851393525015,0.165527942988213,0.754261735336769,0.450692074097342,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Bacteroides",-0.395586905238997,0.228642950275698,-1.73015133316814,0.08360324078848,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Blautia",-0.488007094734245,0.202402012304625,-2.41107827524842,0.0159054344391686,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Coprococcus",-0.212990673963505,0.224750910759385,-0.947674353104313,0.34329526123057,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Desulfitobacterium",0.058258001545145,0.0896427956314884,0.64989050302087,0.515762953124099,1,FALSE,0,0
"p__Firmicutes","p__Firmicutes;g__Desulfosporosinus",-0.153633718108393,0.0819556471620302,-1.87459587506706,0.0608483410962269,1,FALSE,0,0
