"ACTUAL","ANCOM.BC","CSS","MED","UQ","TMM","TSS","group","D.ANCOM.BC","D.CSS","D.MED","D.UQ","D.TMM","D.TSS","CD.ANCOM.BC","CD.CSS","CD.MED","CD.UQ","CD.TMM","CD.TSS"
-3.18461324319125,0.732944999594094,6.20859002609663,0.41767106132163,-0.586312328755199,-0.765449584171224,9.90288737246409,"Group1",-3.91755824278535,-9.39320326928788,-3.60228430451288,-2.59830091443605,-2.41916365902003,-13.0875006156553,0.704462858216471,1.28916259467442,1.02692274723319,1.97138769253935,2.12574107783625,0.220451578755165
-6.01072947803602,-0.589785049037816,5.95064255258773,-0.31537522033045,0.282230041361761,0.748152786801773,7.4079243225596,"Group1",-5.4209444289982,-11.9613720306237,-5.69535425770557,-6.29295951939778,-6.75888226483779,-13.4186538005956,-0.798923327996388,-1.27900616666145,-1.0661472059595,-1.72327091242238,-2.21397752798151,-0.110701606185106
-5.6258294422497,-0.486483548943305,5.87211778947542,-0.296863567838254,0.461670689142127,0.633461572103786,7.69348164083518,"Group1",-5.1393458933064,-11.4979472317251,-5.32896587441145,-6.08750013139183,-6.25929101435349,-13.3193110830849,-0.517324792304582,-0.815581367762821,-0.699758822665382,-1.51781152441643,-1.71438627749721,-0.0113588886743674
-5.78893816156357,-0.552453892144777,5.91620206260743,-0.312543569717193,0.559470974854695,0.728981737818618,7.57198844937744,"Group1",-5.23648426941879,-11.705140224171,-5.47639459184637,-6.34840913641826,-6.51791989938218,-13.360926610941,-0.614463168416971,-1.0227743602087,-0.847187540100303,-1.77872052944286,-1.9730151625259,-0.0529744165304926
-5.51163502371096,-0.452903322370883,5.84932477994686,-0.291871228908913,0.385232207459026,0.556513097401421,7.78655180642871,"Group1",-5.05873170134007,-11.3609598036578,-5.21976379480204,-5.89686723116998,-6.06814812111238,-13.2981868301397,-0.436710600338255,-0.678593939695514,-0.590556743055973,-1.32717862419458,-1.5232433842561,0.00976536427084618
-5.49743136866966,-0.475839262780587,5.8636311755981,-0.300780603208842,0.377354105401543,0.550817604803208,7.79605797431612,"Group1",-5.02159210588907,-11.3610625442678,-5.19665076546082,-5.8747854740712,-6.04824897347287,-13.2934893429858,-0.399571004887258,-0.678696680305459,-0.567443713714751,-1.3050968670958,-1.50334423661659,0.014462851424728
-3.49058426332744,0.486575553729491,6.29526600143965,0.201537379180792,-0.432226725555693,-0.682703941157679,9.60689927061335,"Group1",-3.97715981705693,-9.78585026476709,-3.69212164250823,-3.05835753777175,-2.80788032216976,-13.0974835339408,0.644861283944883,0.896515599195212,0.937085409237834,1.51133106920365,1.73702441468652,0.21046866046972
-6.19042924272503,-0.603306564277595,5.89989735358249,-0.300177947305037,0.686300124830761,0.74862478321327,7.40974195408092,"Group2",-5.58712267844744,-12.0903265963075,-5.89025129542,-6.87672936755579,-6.9390540259383,-13.600171196806,-0.965101577445622,-1.40796073234522,-1.26104424367393,-2.30704076058039,-2.39414928908202,-0.292219002395443
-6.1387397933658,-0.598370578853465,5.92157841964382,-0.312543569717193,0.6574453636332,0.734226405182179,7.44716835960004,"Group2",-5.54036921451234,-12.0603182130096,-5.82619622364861,-6.796185156999,-6.87296619854798,-13.5859081529658,-0.918348113510518,-1.37795234904732,-1.19698917190254,-2.2264965500236,-2.3280614616917,-0.277955958555326
-5.33426014591565,-0.416962359656718,5.76519110278484,-0.28061243532284,0.141935468622845,0.143142274670064,8.07371464110986,"Group2",-4.91729778625894,-11.0994512487005,-5.05364771059281,-5.4761956145385,-5.47740242058572,-13.4079747870255,-0.295276685257119,-0.417085384738199,-0.424440658846746,-0.906507007563095,-0.932497683729438,-0.100022592615
-3.77482430707903,0.340177939478857,6.29894924685594,0.247082204040619,-0.483594852830055,-0.488229514803931,9.50046944807102,"Group2",-4.11500224655789,-10.073773553935,-4.02190651111965,-3.29122945424898,-3.2865947922751,-13.27529375515,0.507018854443926,0.608592310027325,0.607300540626416,1.27845915272642,1.25830994458118,0.0326584392604641
-2.72695126192132,1.10284603674852,6.89365635460264,0.850703755461176,-0.637074160471072,-0.931371989269181,10.524628397111,"Group2",-3.82979729866984,-9.62060761652396,-3.5776550173825,-2.08987710145025,-1.79557927265214,-13.2515796590323,0.792223802331979,1.06175824743834,1.05155203436357,2.47981150552515,2.74932546420414,0.0563725353782107
-3.62604572467263,0.43037958539236,6.35957386867238,0.340132905723844,-0.469400503823115,-0.599207650638798,9.64529955531205,"Group2",-4.05642531006499,-9.98561959334501,-3.96617863039647,-3.15664522084951,-3.02683807403383,-13.2713452799847,0.565595790936829,0.696746270617293,0.663028421349597,1.41304338612589,1.51806666282245,0.0366069144258336
-5.65822052944646,-0.49572290316512,5.82008293035236,-0.287673250826066,0.366833051284692,0.52322127883582,7.8087293067444,"Group2",-5.16249762628134,-11.4783034597988,-5.37054727862039,-6.02505358073115,-6.18144180828228,-13.4669498361909,-0.540476525279519,-0.795937595836516,-0.74134022687432,-1.45536497375574,-1.636537071426,-0.158997641780342
-5.37958759397549,-0.386106561591077,5.68017260901707,-0.266359702938411,0.174824154964829,0.27066450770566,8.03560269291858,"Group2",-4.99348103238441,-11.0597602029926,-5.11322789103708,-5.55441174894032,-5.65025210168115,-13.4151902868941,-0.371459931382597,-0.377394339030257,-0.484020839291011,-0.984723141964916,-1.10534736482487,-0.107238092483561
-3.28558829667594,0.666527051386927,6.5792512120101,0.535515468692806,-0.541503555406146,-0.711200569758461,9.97762052437736,"Group2",-3.95211534806287,-9.86483950868604,-3.82110376536875,-2.7440847412698,-2.57438772691748,-13.2632088210533,0.669905752938948,0.817526355276256,0.80810328637732,1.82560386570561,1.9705170099388,0.044743373357214
-5.68603309514621,-0.504931907252177,5.8111409929767,-0.295137179531662,0.386608670167749,0.546964625349147,7.7848892956551,"Group2",-5.18110118789404,-11.4971740881229,-5.39089591561455,-6.07264176531396,-6.23299772049536,-13.4709223908013,-0.559080086892219,-0.814808224160613,-0.761688863868482,-1.50295315833856,-1.68809298363908,-0.162970196390798
-3.52258552944648,0.528294449319486,6.27852142416584,0.39473464612737,-0.568528079295446,-0.654150329144183,9.74747681053197,"Group2",-4.05087997876596,-9.80110695361232,-3.91732017557385,-2.95405745015103,-2.86843520030229,-13.2700623399784,0.571141122235855,0.881258910349981,0.711886876172223,1.61563115682437,1.67646953655399,0.0378898544320663
-5.9268832728855,-0.558773239244513,5.8636311755981,-0.295137179531662,0.537607755832663,0.606679725745927,7.59940133341582,"Group2",-5.36811003364099,-11.7905144484836,-5.63174609335384,-6.46449102871816,-6.53356299863143,-13.5262846063013,-0.746088932639172,-1.1081485845213,-1.00253904160777,-1.89480242174276,-1.98865826177515,-0.218332411890804
-5.68608252220953,-0.499367021553813,5.82894561761021,-0.290379597910377,0.386953082087806,0.554685668548879,7.78447323573647,"Group2",-5.18671550065572,-11.5150281398197,-5.39570292429916,-6.07303560429734,-6.24076819075841,-13.470555757946,-0.564694399653904,-0.832662275857441,-0.766495872553087,-1.50334699732194,-1.69586345390213,-0.162603563535489
-2.68769250648987,1.20935580025758,6.94793706861497,0.957463172396038,-0.607382549820909,-0.86329465146711,10.5644472288428,"Group2",-3.89704830674744,-9.63562957510484,-3.64515567888591,-2.08030995666896,-1.82439785502276,-13.2521397353327,0.724972794254373,1.04673628885746,0.984051372860162,2.48937865030644,2.72050688183352,0.0558124590778153
-3.61598458396515,0.43263364706554,6.30444880242198,0.339111668084961,-0.479506640991347,-0.605133854907229,9.65573107295667,"Group2",-4.04861823103069,-9.92043338638713,-3.95509625205011,-3.1364779429738,-3.01085072905792,-13.2717156569218,0.573402869971127,0.761932477575169,0.674110799695957,1.4332106640016,1.53405400779836,0.0362365374886959
-4.87607608613104,-0.269489467516605,5.59471137960184,-0.22726409711075,0.0779700423818737,-0.0213394778632692,8.47052078321781,"Group2",-4.60658661861444,-10.4707874657329,-4.64881198902029,-4.95404612851292,-4.85473660826777,-13.3465968693489,0.0154344823873798,0.211578398229419,-0.0196049372742229,-0.384357521537512,-0.309831871411492,-0.0386446749383378
-5.33452919270561,-0.371273428788184,5.68697535633982,-0.273958204521025,0.140588304199785,0.198698847457176,8.07527154629746,"Group2",-4.96325576391743,-11.0215045490454,-5.06057098818459,-5.4751174969054,-5.53322804016279,-13.4098007390031,-0.341234662915612,-0.339138685083132,-0.43136393643852,-0.905428889929994,-0.988323303306508,-0.101848544592558
-5.71085172091065,-0.507460741875159,5.84354441703136,-0.291871228908913,0.400827741014321,0.528153713836197,7.76768727718691,"Group2",-5.20339097903549,-11.554396137942,-5.41898049200173,-6.11167946192497,-6.23900543474684,-13.4785389980976,-0.58136987803367,-0.872030273979707,-0.789773440255664,-1.54199085494956,-1.69410069789056,-0.170586803687042
-5.78895983766559,-0.522397890795007,5.86078622346587,-0.30029977933494,0.451330862901025,0.614852329238127,7.70616297019958,"Group2",-5.26656194687058,-11.6497460611315,-5.48866005833065,-6.24029070056661,-6.40381216690371,-13.4951228078652,-0.644540845868762,-0.967380197169152,-0.859453006584578,-1.67060209359121,-1.85890743004743,-0.187170613454649
-5.71086308264918,-0.519850506532779,5.83188247728352,-0.289795253036487,0.401876142298538,0.472167859092749,7.76641689801966,"Group2",-5.1910125761164,-11.5427455599327,-5.42106782961269,-6.11273922494772,-6.18303094174193,-13.4772799806688,-0.568991475114585,-0.860379695970398,-0.791860777866624,-1.54305061797232,-1.63812620488565,-0.169327786258323
-3.89430930746528,0.230090716028854,6.361302477573,0.160861022225626,-0.374428845935047,-0.468155445666606,9.38697914563464,"Group2",-4.12440002349413,-10.2556117850383,-4.0551703296909,-3.51988046153023,-3.42615386179867,-13.2812884530999,0.497621077507688,0.426754078924029,0.574036722055168,1.04980814544518,1.11875087505761,0.0266637413105979
-5.94629876336252,-0.5414159317914,5.84643877505772,-0.300658771178939,0.548884556767256,0.714252304672469,7.58528107863913,"Group2",-5.40488283157112,-11.7927375384202,-5.64563999218358,-6.49518332012977,-6.66055106803498,-13.5315798420016,-0.7828617305693,-1.11037167445794,-1.01643294043751,-1.92549471315437,-2.1156463311787,-0.223627647591128
-5.58033128266833,-0.458726933288638,5.78689738136671,-0.281697481619964,0.314864765308908,0.477780216026743,7.87092959675514,"Group2",-5.12160434937969,-11.367228664035,-5.29863380104837,-5.89519604797724,-6.05811149869508,-13.4512608794235,-0.499583248377878,-0.684862800072741,-0.669426749302301,-1.32550744100184,-1.5132067618388,-0.143308685012963
-2.75535772584888,1.06653385498279,6.71780469502369,0.820473009640943,-0.608134185300366,-0.893293044811086,10.4952939054344,"Group2",-3.82189158083167,-9.47316242087257,-3.57583073548982,-2.14722354054851,-1.86206468103779,-13.2506516312833,0.80012952017015,1.20920344308973,1.05337631625625,2.42246506642689,2.68284005581849,0.0573005631272352
-2.75535989844074,1.0974801439169,6.96602418710611,0.836666206869268,-0.609851906879319,-0.888841906689148,10.4970353678733,"Group2",-3.85284004235764,-9.72138408554686,-3.59202610531001,-2.14550799156142,-1.86651799175159,-13.2523952663141,0.769181058644179,0.960981778415444,1.03718094643606,2.42418061541398,2.67838674510469,0.0555569280964523
-3.67854597175578,0.368500494478736,6.32435896238131,0.284532625759351,-0.423665421098855,-0.594514195078305,9.59804875849509,"Group2",-4.04704646623451,-10.0029049341371,-3.96307859751513,-3.25488055065692,-3.08403177667747,-13.2765947302509,0.574974634767305,0.679460929825215,0.666128454230943,1.31480805631848,1.46087296017881,0.0313574641596492
-3.78851470325998,0.321484468774976,6.35088571671474,0.229368144139018,-0.321188640563046,-0.512064984224556,9.49190376341979,"Group2",-4.10999917203496,-10.1394004199747,-4.017882847399,-3.46732606269694,-3.27644971903543,-13.2804184666798,0.512021928966859,0.542965443987578,0.61132420434707,1.10236254427847,1.26845501782085,0.0275337277307433
-6.19030827204066,-0.615784546861517,5.93224518744801,-0.308265151268402,0.282230041361761,0.754941616080005,7.4079243225596,"Group2",-5.57452372517914,-12.1225534594887,-5.88204312077226,-6.47253831340242,-6.94524988812066,-13.5982325946003,-0.952502624177326,-1.44018759552637,-1.25283606902619,-1.90284970642702,-2.40034515126438,-0.290280400189745
-3.86334243477698,0.256612572305309,6.33505425149806,0.185901263530484,-0.400548697061595,-0.52919462581212,9.41417877223239,"Group2",-4.11995500708229,-10.198396686275,-4.04924369830746,-3.46279373771538,-3.33414780896485,-13.2775212070094,0.502066093919532,0.483969177687266,0.57996335343861,1.10689486926002,1.21075692789143,0.0304309874011519
-3.80044793315779,0.339500003263588,6.34388043412633,0.289865892548797,-0.459803319793885,-0.488811459399169,9.47577683548064,"Group2",-4.13994793642137,-10.1443283672841,-4.09031382570658,-3.3406446133639,-3.31163647375862,-13.2762247686384,0.482073164580442,0.538037496678182,0.538893226039487,1.2290439936115,1.23326826309766,0.0317274257720825
-3.01547674478268,0.652586467645408,6.34388043412633,0.505848648469032,-0.61964434115956,-0.955729047697056,10.5826118707325,"Group1",-3.66806321242809,-9.35935717890901,-3.52132539325171,-2.39583240362312,-2.05974769708563,-13.5980886155152,0.604662158149741,1.17261781986435,0.875048438891034,1.96897633630482,2.30506104284232,-0.0986256510607113
-5.63729679124787,-0.78068978727624,5.78382518232974,-0.384913642715456,0.337606090932954,0.577065541888141,8.11192806331074,"Group1",-4.85660700397163,-11.4211219735776,-5.25238314853242,-5.97490288218083,-6.21436233313601,-13.7492248545586,-0.583881633393801,-0.889146974804243,-0.856009316389667,-1.61009414225288,-1.84955359320807,-0.249761890104134
-3.82674044512716,0.0650066635128387,5.82600010738045,0.036830017602982,-0.53327685648697,-0.438269455056105,9.78802058272741,"Group1",-3.89174710863999,-9.65274055250761,-3.86357046273014,-3.29346358864018,-3.38847099007105,-13.6147610278546,0.380978261937837,0.879234446265761,0.532803369412612,1.07134515128776,0.976337749856896,-0.115298063400093
-5.92372843084488,-0.873204935707231,5.87211778947542,-0.402070518243522,0.540481731004344,0.792378457672579,7.87473912517181,"Group1",-5.05052349513765,-11.7958462203203,-5.52165791260136,-6.46421016184923,-6.71610688851746,-13.7984675560167,-0.777798124559821,-1.26387122154693,-1.12528408045861,-2.09940142192128,-2.35129814858952,-0.299004591562216
-3.78109435127761,0.082103041308817,5.8348107370626,0.0376507406698967,-0.420771021584401,-0.53774675010097,9.83080932703814,"Group1",-3.86319739258642,-9.61590508834021,-3.8187450919475,-3.3603233296932,-3.24334760117663,-13.6119036783157,0.409527977991409,0.916069910433157,0.577628740195247,1.00448541023474,1.12146113875131,-0.112440713861272
-6.05482275558739,-0.904808748036901,5.89715386763674,-0.415212010124194,0.628248548655174,0.866945237669817,7.76937860951398,"Group1",-5.15001400755049,-11.9519766232241,-5.6396107454632,-6.68307130424257,-6.92176799325721,-13.8242013651014,-0.877288636972662,-1.42000162445077,-1.24323691332045,-2.31826256431462,-2.55695925332927,-0.324738400646901
-3.22292380263822,0.531816677742379,6.38856140554563,0.389537668847732,-0.603537552145333,-0.830916022854222,10.3813973455405,"Group1",-3.7547404803806,-9.61148520818385,-3.61246147148596,-2.61938625049289,-2.392007779784,-13.6043211481787,0.517984890197229,0.920489790589512,0.783912360656793,1.74542248943506,1.97280096014394,-0.104858183724208
-3.73427482441753,0.138134380604,6.26149168432104,0.0523454072924499,-0.469217036659065,-0.652802667976325,9.88052594089878,"Group1",-3.87240920502153,-9.99576650873857,-3.78662023170998,-3.26505778775846,-3.0814721564412,-13.6148007653163,0.400316165556303,0.536208490034797,0.609753600432771,1.09975095216948,1.28333658348674,-0.115337800861832
-5.47716526839896,-0.727656697933513,5.77144112313002,-0.377904471276562,0.216871408025539,0.398824117941639,8.2495751500002,"Group1",-4.74950857046544,-11.248606391529,-5.09926079712239,-5.6940366764245,-5.87598938634059,-13.7267404183992,-0.476783199887612,-0.716631392755605,-0.702886964979645,-1.32922793649655,-1.51118064641265,-0.227277453944678
-5.65159902397991,-0.826518453914577,5.85793315448346,-0.402070518243522,0.348621151163631,0.593024548965782,8.09925056179696,"Group1",-4.82508057006533,-11.5095321784634,-5.24952850573639,-6.00022017514354,-6.24462357294569,-13.7508495857769,-0.552355199487502,-0.977557179690002,-0.85315467359364,-1.6354114352156,-1.87981483301775,-0.251386621322393
-5.90062171971509,-0.864583126095533,5.8805329864007,-0.404241186604472,0.526522113452189,0.772321205858112,7.89133075766189,"Group1",-5.03603859361956,-11.7811547061158,-5.49638053311062,-6.42714383316728,-6.6729429255732,-13.791952477377,-0.763313223041727,-1.24917970734243,-1.10000670096787,-2.06233509323933,-2.30813418564526,-0.292489512922504
-5.9007250953039,-0.861133331826146,5.86078622346587,-0.402697079496156,0.525577380269027,0.774615953429511,7.89245204352035,"Group1",-5.03959176347776,-11.7615113187698,-5.49802801580775,-6.42630247557293,-6.67534104873342,-13.7931771388243,-0.766866392899927,-1.2295363199964,-1.101654183665,-2.06149373564499,-2.31053230880547,-0.293714174369779
-2.38809491157788,1.27496914984127,6.82001636467413,0.982399528870818,-0.629836368899536,-1.06160617384933,11.2047549300911,"Group1",-3.66306406141915,-9.20811127625201,-3.3704944404487,-1.75825854267834,-1.32648873772855,-13.592849841669,0.609661309158684,1.32386372252136,1.02587939169405,2.6065501972496,3.03832000219939,-0.0933868772145132
-5.46626833221086,-0.736303278157771,5.77765232322266,-0.382140470488785,0.208813346695777,0.368050638265193,8.25868149626424,"Group1",-4.72996505405309,-11.2439206554335,-5.08412786172208,-5.67508167890664,-5.83431897047606,-13.7249498284751,-0.457239683475263,-0.711945656660154,-0.687754029579331,-1.3102729389787,-1.46951023054811,-0.225486864020624
-5.47717934541534,-0.757815890208657,5.80513496891649,-0.388285260565487,0.218490841577842,0.426671748387194,8.24774388722552,"Group1",-4.71936345520668,-11.2823143143318,-5.08889408484985,-5.69567018699318,-5.90385109380253,-13.7249232326409,-0.446638084628847,-0.750339315558458,-0.692520252707099,-1.33086144706523,-1.53904235387458,-0.225460268186374
-5.56614400326287,-0.782336911489024,5.80513496891649,-0.388285260565487,0.286012893685603,0.476932145144686,8.17103418920548,"Group1",-4.78380709177385,-11.3712789721794,-5.17785874269738,-5.85215689694847,-6.04307614840756,-13.7371781924683,-0.511081721196015,-0.839303973405991,-0.781484910554633,-1.48734815702053,-1.67826740847961,-0.237715228013872
-2.67486281874515,0.975210698451747,6.49978704065585,0.713678188695444,-0.607072847793786,-1.01711467648844,10.9219557395016,"Group1",-3.6500735171969,-9.17464985940101,-3.3885410074406,-2.06778997095137,-1.65774814225671,-13.5968185582468,0.62265185338093,1.35732513937236,1.00783282470215,2.29701876897658,2.70706059767124,-0.0973555937922903
-3.43024681380176,0.322963392642372,6.08904487544685,0.212276084412701,-0.506669097127664,-0.733557090729,10.1756878991372,"Group1",-3.75321020644413,-9.51929168924861,-3.64252289821446,-2.9235777166741,-2.69668972307276,-13.605934712939,0.5195151641337,1.01268330952476,0.753850933928288,1.44123102325385,1.66811901685519,-0.106471748484484
-3.19242981378963,0.556698923861129,6.3818160174061,0.383172788839873,-0.534412636912454,-0.828215146664008,10.4079831841072,"Group1",-3.74912873765076,-9.57424583119573,-3.5756026026295,-2.65801717687717,-2.36421466712562,-13.6004129978969,0.523596632927075,0.957729167577641,0.820771229513249,1.70679156305077,2.00059407280233,-0.100950033442398
-6.03896681319731,-0.891336699873073,5.86078622346587,-0.412424551869245,0.617493891657916,0.852806778855029,7.78239033558746,"Group1",-5.14763011332424,-11.8997530366632,-5.62654226132807,-6.65646070485523,-6.89177359205234,-13.8213571487848,-0.87490474274641,-1.36777803788981,-1.23016842918532,-2.29165196492728,-2.5269648521244,-0.321894184330297
-5.49317340746183,-0.739359768433165,5.77144112313002,-0.383351823751349,0.229666743697077,0.426329164077286,8.23509549725836,"Group1",-4.75381363902866,-11.2646145305918,-5.10982158371048,-5.7228401511589,-5.91950257153911,-13.7282689047202,-0.481088268450829,-0.732639531818476,-0.713447751567728,-1.35803141123096,-1.55469383161117,-0.228805940265705
-3.73213874742872,0.13115733761382,6.21860011969173,0.0809092811733693,-0.467469526415817,-0.637282464312891,9.8787336880699,"Group1",-3.86329608504254,-9.95073886712045,-3.81304802860209,-3.26466922101291,-3.09485628311583,-13.6108724354986,0.409429285535288,0.581236131652913,0.583325803540657,1.10013951891504,1.26995245681211,-0.111409471044144
-3.67782041994539,0.180179487016451,6.20050917404269,0.0802245623290624,-0.386123039969724,-0.542713022794902,9.932220771359,"Group1",-3.85799990696184,-9.87832959398808,-3.75804498227445,-3.29169737997566,-3.13510739715049,-13.6100411913044,0.414725463615992,0.653645404785289,0.638328849868298,1.07311135995228,1.22970134277746,-0.110578226849913
